English_words,Hebrew_meaning,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,score,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29
lavish ,"בִּזְבֵּז, פִּזֵּר; הִרְעִיף",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
palm,"כַּף יָד; דֶּקֶל, תָּמָר",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
throb ,"פָּעַם, הָלַם",,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
straddle ,"ישב, הלך או עמד בפיסוק; פִּשֵּׂק",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
interlude ,"(מוּזִיקָה) אִינְטֶרְלוּד, קטע ביניים",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
heed ,"שָׂם לֵב (למישהו/למשהו); הִקְשִׁיב ל_, שָׁמַע בְּקוֹלוֹ (של מישהו)",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
dab ,טְפִיחָה; כמות קטנה של חומר רך,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
swish,"רִשְׁרֵשׁ, אִוְשֵׁשׁ; השמיע קול שריקה כשל הצלפה, כשל משהו המונף במהירות באוויר",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
redolent ,רֵיחָנִי; אָפוּף,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
snarl ,"רָטַן, נָהַם, נָחַר; הִסְתַּבֵּךְ; סִבֵּךְ",,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
formidable ,"מֵטִיל [מַפִּיל] אֵימָה, מַפְחִיד; מעורר יראת כבוד; קָשֶׁה, שקשה להתמודד איתו; נוֹרָא",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
rife ,"שׁוֹפֵעַ, עָשִׁיר",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
nestle ,"הִתְרַפֵּק, הִתְגַּפֵּף; הִשְׁעִין, הִנִּיחַ (בתוך משהו); נָחַת בעדינות",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
snugly ,"בנוחות, בנעימות",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
usher ,סַדְרָן,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
skim ,רִפְרוּף,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
derail ,הוריד מהפסים,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
sigh ,"אֲנָחָה, גְּנִיחָה",,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
throb ,"פָּעַם, הָלַם",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
tangible ,"מוּחָשִׁי, בָּרוּר",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
lockstep ,עידה של אנשים בזה אחר זה (כשהם קרובים מאוד זה לזה); נוהג קבוע שפועלים לפיו ללא גמישות,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
impending ,מְמַשְׁמֵשׁ וּבָא,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
pant ,"הִתְנַשֵּׁם, הִתְנַשֵּׁף; הִלְחִית",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
nostril ,נְחִיר,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
unintelligible ,בִּלְתִּי מוּבָן,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
bewitch ,"כִּשֵּׁף, הִקְסִים",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
saliva ,"רֹק, רִיר",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
secretion ,הַפְרָשָׁה; הַחְבָּאָה,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
medley,"תַּעֲרֹבֶת; מַחְרֹזֶת (שירים); (ספורט) מְעֹרָב, סגנון שחייה המשלב את כל הסגנונות (פרפר, גב, חזה וחופשי)",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
perspiration ,זֵעָה,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
roil ,"הֶעֱכִיר, עָכַר, הפך לדלוח; הִרְגִּיז",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
cauldron ,"קְדֵרָה, קַלַּחַת",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
protrude ,"דָּחַף (קדימה או החוצה); הִתְבַּלֵּט, הִזְדַּקֵּר",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
veritable ,"אֲמִתִּי, מְקוֹרִי",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
whirlwind ,"סוּפָה, סְעָרָה, עַלְעוֹל; עִרְבּוּבְיָה, תִּסְבֹּכֶת",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
pizzazz ,"(בלשון הדיבור) זֹהַר, מֶרֶץ, חִיּוּנִיּוּת, רַעֲנַנּוּת",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
wee ,"קְטַנְטַן, זָעִיר, פִּצְפּוֹן",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
jeopardize ,סִכֵּן,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
teeter ,נַדְנֵדָה,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
penultimate ,שלפני האחרון; (דקדוק) מִלְּעֵילִי,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
amid ,"בְּתוֹךְ, בֵּין, בְּקֶרֶב",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
lore ,"חָכְמָה, תּוֹרָה; יֶדַע",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
splotch ,כֶּתֶם,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
stockpile ,מִצְבּוֹר,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
fret ,"הִדְאִיג; שָׁחַק, בִּלָּה; עִצְבֵּן",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
seamless ,"בלי תפרים; עשוי מקשה אחת; רָצִיף, הֶמְשֵׁכִי",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
exuberant ,"חִיּוּנִי, שופע חיוניות",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
throb ,"פָּעַם, הָלַם",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
prominence ,חֲשִׁיבוּת; הִתְבַּלְּטוּת,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
subside ,"נִרְגַּע, שָׁכַךְ, שָׁקַט; שָׁקַע, צָנַח; הִתְמוֹטֵט",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
filmy ,"שָׁקוּף; מְעֻרְפָּל, מְצֹעָף",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
sheen ,"בָּרָק, בֹּהַק, זֹהַר",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
facsimile ,"פַקְסִימִילְיָה, פַקְס; העתק מדויק",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
ersatz ,מְלָאכוּתִי,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
hullabaloo ,מְהוּמָה,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
ebb ,"פָּחַת, הִתְמַעֵט, יָרַד, דָּעַךְ",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
jolt ,"מַכָּה, טַלְטֵלָה, זַעֲזוּעַ, דְּחִיפָה; הֶלֶם, תַּדְהֵמָה; מנה קטנה וחזקה (של משהו)",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
embellishment,"יִפּוּי, עִטּוּר, קִשּׁוּט",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
deftly ,"בזריזות, במיומנות",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
punctuation ,(דִּקְדּוּק) פִּסּוּק; נִקּוּד; הַדְגָּשָׁה,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
sate ,"הִלְעִיט, פִּטֵּם",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
lusty ,"בָּרִיא, אֵיתָן, חָסוֹן; חָזָק, מְעוֹרֵר",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
raptor ,עוֹף דּוֹרֵס,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
innate ,מוּלָד,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
insemination ,הַזְרָעָה,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
seamless ,"בלי תפרים; עשוי מקשה אחת; רָצִיף, הֶמְשֵׁכִי",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
coition ,"יַחֲסֵי מִין, הִזְדַּוְּגוּת",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
thrust ,"דָּחַף, תָּחַב, נָעַץ; תָּקַף (בחרב או בכלי נשק אחר)",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
maiden ,"נַעֲרָה, בְּתוּלָה",,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
pervasive ,"מְפֻשָּט, נִרְחָב; שיכול להתפשט, לחדור, לחלחל",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
denouement ,"התרת הסבך של עלילה ספרותית, קולנועית וכדומה; סוף המעשה",,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
emanate ,נָבַע,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
embellish ,"יִפָּה, קִשֵּׁט",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
crescendo ,"(מוזיקה) קְרֶשֶׁנְדּוֹ, בצליל הולך ומתגבר",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
recoil ,"רֶתַע, רְתִיעָה, נְסִיגָה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
ardent ,נִלְהָב,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
indelible ,"שלא ניתן למחוק אותו, בלתי מחיק; שלא ניתן למחות אותו",,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
undulate ,גַּלִּי,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
clasp ,"אַבְזָם, סֶגֶר, תֶּפֶס; חִבּוּק; לְחִיצָה, אֲחִיזָה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
lout ,"שׁוֹטֶה, אִידְיוֹט; גַּס רוּחַ",,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
cheapskate ,"(בלשון הדיבור) קַמְצָן, כִּילַי",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
deadbeat ,(בלשון הדיבור) בַּטְלָן,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
crude ,"גָּלְמִי; גַּס; לא משוכלל, פָּשׁוּט",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
depraved ,מֻשְׁחָת,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
quirk ,מוּזָרוּת (באופי או בהתנהגות); תפנית פתאומית ובלתי-צפויה; סלסול בכתב-יד,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
batty ,"(בלשון הדיבור) מְשֻׁגָּע, מְטֹרָף",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
floss ,ניקה שיניים בעזרת חוט דנטאלי,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
loathing,תִּעוּב,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
surmount ,הִתְגַּבֵּר,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
quash ,"דִּכֵּא; בִּטֵּל; דָּחָה, שָׁלַל",,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
feat ,"הֶשֵּׂג, מעשה מרשים, הפגנת כוח או כישרון, מעשה גבורה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
hone ,"הִשְׁחִיז, חִדֵּד",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
perpetual ,"נִצְחִי, תְּמִידִי",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
adversity ,"מְצוּקָה, צָרָה; מַזָּל רַע [בִּישׁ]",,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
slight,"מוּעָט, דַּל, זָעוּם, קָטָן; דַּק, עָדִין, קַל; קָלוּשׁ",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
confined,"תָּחוּם, מֻגְדָּר, מֻבְחָן",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
bluster ,"הִתְרַבְרְבוּת; אִיּוּם סְרָק; סוּפָה, סְעָרָה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
serene ,"שָׁלֵו, רָגוּעַ; בָּהִיר, צַח; נֶאֱצָל (כתואר כבוד מלכותי)",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
aspire ,שָׁאַף; הביע תקווה; עָלָה לִגְדֻלָּה,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
indifferent ,"אָדִישׁ, שְׁוֵה נֶפֶשׁ",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
snark ,(סלנג) הבעת פנים או גישה לעגנית וצינית,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
indignant ,"מְמֻרְמָר, זועם כתוצאה מאי-צדק או יחס בלתי הוגן",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
berate ,"נָזַף, גָּעַר",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
snip ,גְּזִיזָה; (בלשון הדיבור) מְצִיאָה; (בלשון הדיבור) משהו שנעשה בקלות; (בלשון הדיבור) אדם או דבר חסר חשיבות,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
comprise ,"כָּלַל, הֵכִיל",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
alleviate ,"הֵקֵל, שִׁכֵּךְ, הִרְגִּיעַ",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
whim ,"גַּחֲמָה, שִׁגָּיוֹן; (בעבר) מַדְלֶה, מתקן שסוס רתום אליו להרמת משאות כבדים ממכרות",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
opulence ,"עֹשֶׁר, שֶׁפַע",,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
scraps ,שאריות (של מזון),,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
bum ,"בַּטְלָן, קַבְּצָן; יַשְׁבָן",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
remnant ,"שְׁאֵרִית, שָׂרִיד",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
brink ,"קָצֶה, שָׂפָה, גָּדָה, גְּבוּל",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
delve ,"חָקַר, הִתְעַמֵּק, יָרַד לְשָׁרְשָׁם שֶׁל דְּבָרִים; חָפַר, עָדַר; הִתְחַפֵּר",,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
tenet ,"אֱמוּנָה, דּוֹגְמָה, דֵּעָה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
premise,"הַנָּחָה, הַנָּחַת יְסוֹד",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
saunter ,"טייל להנאתו, שוטט בנחת וללא מטרה מוגדרת",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
proverbial ,פִּתְגָּמִי; ידוע לכול,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
spur ,"עוֹרֵר, דִּרְבֵּן, הִמְרִיץ; זירז (בדרך כלל סוס) בעזרת דורבנות",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
digress ,"סָטָה, חָרַג",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
adhere ,"דבק ב_, נצמד ל_, דגל ב_",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
coddle ,פִּנֵּק; בישל לאט,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
salivate ,"רִיֵּר, רִקֵּק",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
designate ,יִעֵד; מִנָּה; צִיֵּן,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
bestow ,"הֶעֱנִיק (מתנה, פרס)",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
rattle ,"קִשְׁקוּשׁ, שִׁקְשׁוּק, קִרְקוּשׁ; לַהַג, פִּטְפּוּט; רַעֲשָׁן (צעצוע); קַשְׁקְשָׁן (צעצוע)",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
pulverize ,"שָׁחַק, רִסֵּק, כָּתַשׁ; הָרַס",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
tabloid ,"צְהֻבּוֹן, טַבְּלוֹאִיד",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
leech ,עֲלוּקָה,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
bogus ,"מְזֻיָּף; כּוֹזֵב, בָּדוּי",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
finagle ,"(בלשון הדיבור) הוֹנָה, תִּחְמֵן",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
inane ,"אֱווילי, טיפשי",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
exude ,"הִפְרִישׁ, פָּלַט, שִׁחְרֵר",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
aggrandize ,"הִגְדִּיל, הִרְחִיב; חִזֵּק; הֶאֱדִיר",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
impervious ,"בִּלְתִּי חָדִיר, אָטוּם",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
albeit ,אִם כִּי,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
blatant ,"קוֹלָנִי, בּוֹטֶה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
gawk ,בָּהָה (בטפשות),,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
reside ,"הִתְגּוֹרֵר, גָּר, שָׁכַן; חַי",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
humdrum ,"רָגִיל, שִׁגְרָתִי, מְשַׁעֲמֵם",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
exacerbate ,"הֶחְמִיר, הֵרַע, הֶחְרִיף; עִצְבֵּן",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
unerring ,"שלא החטיא את המטרה; בָּטוּחַ, וַדָּאִי",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
tide ,גֵּאוּת וָשֵׁפֶל,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
flounder ,"התקשה לנוע, נע בכבדות ובצורה מגושמת; פִּרְכֵּס, הִתְחַבֵּט",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
deploy,"הִתְפָּרֵס, נִפְרַשׂ; פָּרַס (כוחות צבא), שלח (אנשים) למשימה מסוימת; הִצִּיב; השתמש (במשהו) למטרה מסוימת",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
stray ,תּוֹעֶה; מִקְרִי; פָּזוּר,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
pillage ,בִּזָּה,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
conjunction ,"אִחוּד, צֵרוּף; חִבּוּר; (דִּקְדּוּק) צֵרוּף לָשׁוֹן; (דִּקְדּוּק) מִלַּת אִחוּי [חִבּוּר]; (לוגיקה) קוֹנְיוּנְקְצְיָה, טענה המורכבת משני פסוקים וביניהם 'וגם' והיא אמיתית רק אם כל אחד מהפסוקים אמיתי",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
leaflet ,עָלוֹן; עַלְעַל,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
merry,"עַלִּיז, שָׂמֵחַ, צוֹהֵל; (בלשון הדיבור) מְבֻסָּם",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
wage ,"פָּתַח, הִתְחִיל; עָרַךְ, נִהֵל",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
stir ,"עִרְבֵּב, בָּחַשׁ; הִתְנוֹעֵעַ, זָע, נָע; הֵנִיעַ, הֵזִיז; עוֹרֵר, הִצִּית",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
stifling ,מַחְנִיק,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
scavenge ,"חיטט בזבל; נִקָּה, טִהֵר",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
reconnaissance ,"סיור היכרות, סיור בשטח אויב",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
damp ,"לַח, טָחוּב",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
recess ,"הַפְסָקָה; פַּגְרָה; מִגְרַעַת, גֻּמְחָה, שֶׁקַע",,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
rodent ,מְכַרְסֵם,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
clamor ,"צָעַק, זָעַק, הִרְעִישׁ",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
relic,"שָׂרִיד, שְׁאֵרִית; מַזְכֶּרֶת",,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
vacuous ,"רֵיק, רֵיקָנִי",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
lethargic ,"מְנֻמְנָם, רָדוּם; תָּשׁוּשׁ, נִרְפֶּה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
whack ,"סְטִירָה, פְלִיק; (בלשון הדיבור) חֵלֶק, מָנָה; (בלשון הדיבור) נִסָּיוֹן",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
bug ,"הֵצִיק, הִטְרִיד, קִרְצֵץ; שתל מכשיר האזנה (במקום או בטלפון)",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
raucous ,"צָרוּד, מְחֻסְפָּס, גַּס; מִתְלַהֵם, מְשֻׁלְהָב",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
vow ,"נִשְׁבַּע, נָדַר",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
ornament ,"קִשֵּׁט, עִטֵּר",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
vie ,הִתְחָרָה,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
accolade ,"מתן אות, מתן עיטור; תֹּאַר כָּבוֹד; תְּהִלָּה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
drainage ,"נִקּוּז, רִקּוּן; תְּעָלָה; בִּיּוּב, שְׁפָכִים",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
ditch ,"שׁוּחָה, מַחְפֹּרֶת; תְּעָלָה; (בלשון הדיבור) בִּיב; חֲפִיר",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
eerily ,באופן מפחיד; באופן משונה,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
agonize ,"עִנָּה, יִסֵּר; הִתְיַסֵּר, הִתְעַנָּה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
condolence,תַּנְחוּמִים,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
slander ,"דִּבָּה, לַעַז, הַשְׁמָצָה, הַכְפָּשָׁה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
